"year","zone","destination","method","mean"
"2009","S01001930","General Store","Car","0.5"
"2003","S01001930","Post Office","Car","1.1"
"2009","S01001930","Cash Machine","Public Transport",18
"2009","S01001930","Citizens Advice Bureau","Public Transport","40.7"
"2009","S01001930","Chemists And Pharmacies","Public Transport","8.5"
"2009","S01001930","Further Education Establishment","Public Transport","8.5"
"2009","S01001930","General Store","Public Transport","5.3"
"2006","S01001930","GP","Public Transport","2.6"
"2012","S01001930","GP","Public Transport","3.3"
"2009","S01001930","GP","Public Transport","3.2"
"2009","S01001930","Higher Education Establishment","Public Transport",8
"2009","S01001930","Jobcentre Plus","Public Transport","13.2"
"2009","S01001930","Library","Public Transport","3.4"
"2009","S01001930","Nursery","Public Transport","2.7"
"2009","S01001930","Police Station","Public Transport","13.5"
"2012","S01001930","Post Office","Public Transport","1.9"
"2009","S01001930","Post Office","Public Transport","2.1"
"2006","S01001930","Post Office","Public Transport","2.4"
"2012","S01001930","Shopping Facilities","Public Transport","2.1"
"2009","S01001930","Shopping Facilities","Public Transport","2.4"
"2006","S01001930","Shopping Facilities","Public Transport",1
"2009","S01001930","Banks And Building Societies","Public Transport","1.6"
"2007","S01001931","General Store","Car","1.2"
"2012","S01001931","Post Office","Car",2
"2006","S01001931","Primary School","Car",2
"2007","S01001931","Primary School","Car",2
"2009","S01001931","Primary School","Car","0.6"
"2012","S01001931","Primary School","Car","3.9"
"2003","S01001931","Primary School","Car","1.5"
"2012","S01001931","Secondary School","Car",3
"2007","S01001931","Secondary School","Car",2
"2006","S01001931","Secondary School","Car","2.1"
"2009","S01001931","Secondary School","Car",1
"2007","S01001931","Bank Or Building Society","Car","2.3"
"2012","S01001931","Shopping Facilities","Car","5.7"
"2003","S01001931","GP","Car","2.5"
"2007","S01001931","Citizens Advice Bureau","Car","10.3"
"2007","S01001931","Shopping Facilities","Car","4.1"
"2006","S01001931","Shopping Facilities","Car","4.1"
"2009","S01001931","Shopping Facilities","Car",2
"2003","S01001931","Supermarket","Car","3.5"
"2006","S01001931","GP","Car",2
"2012","S01001931","GP","Car","4.4"
"2007","S01001931","GP","Car",2
"2009","S01001931","Citizens Advice Bureau","Car","3.8"
"2007","S01001931","Cash Machine","Car","0.8"
"2009","S01001931","GP","Car","0.8"
"2007","S01001931","Higher Education Establishment","Car","2.5"
"2009","S01001931","Chemists And Pharmacies","Car","0.6"
"2009","S01001931","Higher Education Establishment","Car",1
"2009","S01001931","Jobcentre Plus","Car","1.9"
"2009","S01001931","Cash Machine","Car","0.3"
"2007","S01001931","Jobcentre Plus","Car","4.6"
"2009","S01001931","Library","Car","0.6"
"2007","S01001931","Library","Car","1.3"
"2007","S01001931","Chemists And Pharmacies","Car","1.3"
"2007","S01001931","Nursery","Car","0.9"
"2007","S01001931","Further Education Establishment","Car","3.8"
"2009","S01001931","Nursery","Car","0.3"
"2003","S01001931","Petrol Station","Car",4
"2007","S01001931","Petrol Station","Car","2.5"
"2009","S01001931","Petrol Station","Car",1
"2012","S01001931","Petrol Station","Car","4.3"
"2006","S01001931","Petrol Station","Car","2.5"
"2009","S01001931","Further Education Establishment","Car",1
"2009","S01001931","Police Station","Car","1.6"
"2007","S01001931","Police Station","Car","3.7"
"2009","S01001931","Post Office","Car","0.3"
"2007","S01001931","Post Office","Car","0.8"
"2006","S01001931","Post Office","Car","0.8"
"2009","S01001931","Bank Or Building Society","Car",1
"2009","S01001931","General Store","Car","0.5"
"2003","S01001931","Post Office","Car","3.6"
"2009","S01001931","Cash Machine","Public Transport",18
"2009","S01001931","Citizens Advice Bureau","Public Transport","41.7"
"2009","S01001931","Chemists And Pharmacies","Public Transport",11
"2009","S01001931","Further Education Establishment","Public Transport","10.9"
"2009","S01001931","General Store","Public Transport","5.2"
"2006","S01001931","GP","Public Transport","6.6"
"2012","S01001931","GP","Public Transport","7.9"
"2009","S01001931","GP","Public Transport","8.2"
"2009","S01001931","Higher Education Establishment","Public Transport","9.5"
"2009","S01001931","Jobcentre Plus","Public Transport","12.8"
"2009","S01001931","Library","Public Transport","6.1"
"2009","S01001931","Nursery","Public Transport","3.6"
"2009","S01001931","Police Station","Public Transport","12.8"
"2012","S01001931","Post Office","Public Transport","3.2"
"2009","S01001931","Post Office","Public Transport","3.6"
"2006","S01001931","Post Office","Public Transport","2.4"
"2012","S01001931","Shopping Facilities","Public Transport","12.5"
"2009","S01001931","Shopping Facilities","Public Transport","12.4"
"2006","S01001931","Shopping Facilities","Public Transport","16.2"
"2009","S01001931","Banks And Building Societies","Public Transport","8.4"
"2007","S01001932","General Store","Car","2.7"
"2012","S01001932","Post Office","Car","3.1"
"2006","S01001932","Primary School","Car","1.1"
"2007","S01001932","Primary School","Car","1.1"
"2009","S01001932","Primary School","Car","0.5"
"2012","S01001932","Primary School","Car","2.5"
"2003","S01001932","Primary School","Car","1.5"
"2012","S01001932","Secondary School","Car","4.2"
"2007","S01001932","Secondary School","Car","4.3"
"2006","S01001932","Secondary School","Car","4.3"
"2009","S01001932","Secondary School","Car","1.7"
"2007","S01001932","Bank Or Building Society","Car","1.7"
"2012","S01001932","Shopping Facilities","Car","5.2"
"2003","S01001932","GP","Car","1.3"
"2007","S01001932","Citizens Advice Bureau","Car","7.7"
"2007","S01001932","Shopping Facilities","Car","3.9"
"2006","S01001932","Shopping Facilities","Car","3.9"
"2009","S01001932","Shopping Facilities","Car","1.8"
"2003","S01001932","Supermarket","Car","2.5"
"2006","S01001932","GP","Car","1.2"
"2012","S01001932","GP","Car","3.1"
"2007","S01001932","GP","Car","0.7"
"2009","S01001932","Citizens Advice Bureau","Car","2.8"
"2007","S01001932","Cash Machine","Car","1.3"
"2009","S01001932","GP","Car","0.3"
"2007","S01001932","Higher Education Establishment","Car","4.2"
"2009","S01001932","Chemists And Pharmacies","Car","0.7"
"2009","S01001932","Higher Education Establishment","Car","1.4"
"2009","S01001932","Jobcentre Plus","Car","2.1"
"2009","S01001932","Cash Machine","Car","0.6"
"2007","S01001932","Jobcentre Plus","Car","5.9"
"2009","S01001932","Library","Car","1.1"
"2007","S01001932","Library","Car","3.1"
"2007","S01001932","Chemists And Pharmacies","Car","1.5"
"2007","S01001932","Nursery","Car","2.2"
"2007","S01001932","Further Education Establishment","Car","5.7"
"2009","S01001932","Nursery","Car","0.8"
"2003","S01001932","Petrol Station","Car","2.6"
"2007","S01001932","Petrol Station","Car","1.3"
"2009","S01001932","Petrol Station","Car","0.6"
"2012","S01001932","Petrol Station","Car","2.8"
"2006","S01001932","Petrol Station","Car","1.3"
"2009","S01001932","Further Education Establishment","Car","1.7"
"2009","S01001932","Police Station","Car","1.7"
"2007","S01001932","Police Station","Car",4
"2009","S01001932","Post Office","Car","1.1"
"2007","S01001932","Post Office","Car","1.6"
"2006","S01001932","Post Office","Car","1.6"
"2009","S01001932","Bank Or Building Society","Car","0.9"
"2009","S01001932","General Store","Car",1
"2003","S01001932","Post Office","Car","2.3"
"2009","S01001932","Cash Machine","Public Transport","18.4"
"2009","S01001932","Citizens Advice Bureau","Public Transport","36.8"
"2009","S01001932","Chemists And Pharmacies","Public Transport","11.2"
"2009","S01001932","Further Education Establishment","Public Transport","11.9"
"2009","S01001932","General Store","Public Transport","8.1"
"2006","S01001932","GP","Public Transport","5.7"
"2012","S01001932","GP","Public Transport","4.9"
"2009","S01001932","GP","Public Transport","3.3"
"2009","S01001932","Higher Education Establishment","Public Transport","10.2"
"2009","S01001932","Jobcentre Plus","Public Transport","11.5"
"2009","S01001932","Library","Public Transport","8.8"
"2009","S01001932","Nursery","Public Transport","7.2"
"2009","S01001932","Police Station","Public Transport","10.3"
"2012","S01001932","Post Office","Public Transport","4.9"
"2009","S01001932","Post Office","Public Transport","5.4"
"2006","S01001932","Post Office","Public Transport","5.3"
"2012","S01001932","Shopping Facilities","Public Transport","10.7"
"2009","S01001932","Shopping Facilities","Public Transport","9.9"
"2006","S01001932","Shopping Facilities","Public Transport","12.4"
"2009","S01001932","Banks And Building Societies","Public Transport","6.3"
"2007","S01001933","General Store","Car","4.2"
"2012","S01001933","Post Office","Car","2.9"
"2006","S01001933","Primary School","Car","1.7"
"2007","S01001933","Primary School","Car","1.6"
"2009","S01001933","Primary School","Car","0.5"
"2012","S01001933","Primary School","Car","3.6"
"2003","S01001933","Primary School","Car","2.3"
"2012","S01001933","Secondary School","Car","4.5"
"2007","S01001933","Secondary School","Car","4.9"
"2006","S01001933","Secondary School","Car","4.9"
"2009","S01001933","Secondary School","Car","1.9"
"2007","S01001933","Bank Or Building Society","Car","2.6"
"2012","S01001933","Shopping Facilities","Car","4.6"
"2003","S01001933","GP","Car","2.3"
"2007","S01001933","Citizens Advice Bureau","Car",5
"2007","S01001933","Shopping Facilities","Car","3.1"
"2006","S01001933","Shopping Facilities","Car","3.4"
"2009","S01001933","Shopping Facilities","Car","1.7"
"2003","S01001933","Supermarket","Car","4.6"
"2006","S01001933","GP","Car","1.6"
"2012","S01001933","GP","Car","3.2"
"2007","S01001933","GP","Car","1.2"
"2009","S01001933","Citizens Advice Bureau","Car","2.2"
"2007","S01001933","Cash Machine","Car","0.9"
"2009","S01001933","GP","Car","0.5"
"2007","S01001933","Higher Education Establishment","Car",3
"2009","S01001933","Chemists And Pharmacies","Car","0.7"
"2009","S01001933","Higher Education Establishment","Car","0.9"
"2009","S01001933","Jobcentre Plus","Car","2.9"
"2009","S01001933","Cash Machine","Car","0.3"
"2007","S01001933","Jobcentre Plus","Car","7.6"
"2009","S01001933","Library","Car","1.9"
"2007","S01001933","Library","Car","4.7"
"2007","S01001933","Chemists And Pharmacies","Car","1.8"
"2007","S01001933","Nursery","Car","0.8"
"2007","S01001933","Further Education Establishment","Car","12.6"
"2009","S01001933","Nursery","Car","0.3"
"2003","S01001933","Petrol Station","Car","2.1"
"2007","S01001933","Petrol Station","Car","3.3"
"2009","S01001933","Petrol Station","Car",1
"2012","S01001933","Petrol Station","Car","4.8"
"2006","S01001933","Petrol Station","Car","3.3"
"2009","S01001933","Further Education Establishment","Car","1.8"
"2009","S01001933","Police Station","Car","2.4"
"2007","S01001933","Police Station","Car","6.5"
"2009","S01001933","Post Office","Car",1
"2007","S01001933","Post Office","Car",2
"2006","S01001933","Post Office","Car",2
"2009","S01001933","Bank Or Building Society","Car","0.4"
"2009","S01001933","General Store","Car","0.7"
"2003","S01001933","Post Office","Car","2.7"
"2009","S01001933","Cash Machine","Public Transport","18.2"
"2009","S01001933","Citizens Advice Bureau","Public Transport",35
"2009","S01001933","Chemists And Pharmacies","Public Transport","11.4"
"2009","S01001933","Further Education Establishment","Public Transport","9.1"
"2009","S01001933","General Store","Public Transport","5.6"
"2006","S01001933","GP","Public Transport","5.3"
"2012","S01001933","GP","Public Transport","4.7"
"2009","S01001933","GP","Public Transport",4
"2009","S01001933","Higher Education Establishment","Public Transport","8.4"
"2009","S01001933","Jobcentre Plus","Public Transport","14.7"
"2009","S01001933","Library","Public Transport","11.6"
"2009","S01001933","Nursery","Public Transport","2.9"
"2009","S01001933","Police Station","Public Transport","14.1"
"2012","S01001933","Post Office","Public Transport","6.5"
"2009","S01001933","Post Office","Public Transport",6
"2006","S01001933","Post Office","Public Transport","7.4"
"2012","S01001933","Shopping Facilities","Public Transport","9.9"
"2009","S01001933","Shopping Facilities","Public Transport","9.3"
"2006","S01001933","Shopping Facilities","Public Transport","11.7"
"2009","S01001933","Banks And Building Societies","Public Transport","4.5"
"2007","S01001934","General Store","Car","4.2"
"2012","S01001934","Post Office","Car","1.9"
"2006","S01001934","Primary School","Car","1.4"
"2007","S01001934","Primary School","Car","1.4"
"2009","S01001934","Primary School","Car","0.6"
"2012","S01001934","Primary School","Car","3.4"
"2003","S01001934","Primary School","Car","1.9"
"2012","S01001934","Secondary School","Car","5.1"
"2007","S01001934","Secondary School","Car","4.8"
"2006","S01001934","Secondary School","Car","4.8"
"2009","S01001934","Secondary School","Car","1.7"
"2007","S01001934","Bank Or Building Society","Car","2.1"
"2012","S01001934","Shopping Facilities","Car","3.4"
"2003","S01001934","GP","Car","3.1"
"2007","S01001934","Citizens Advice Bureau","Car","5.6"
"2007","S01001934","Shopping Facilities","Car","0.8"
"2006","S01001934","Shopping Facilities","Car","0.8"
"2009","S01001934","Shopping Facilities","Car","1.3"
"2003","S01001934","Supermarket","Car","1.6"
"2006","S01001934","GP","Car","2.8"
"2012","S01001934","GP","Car","4.7"
"2007","S01001934","GP","Car","2.5"
"2009","S01001934","Citizens Advice Bureau","Car",2
"2007","S01001934","Cash Machine","Car","0.6"
"2009","S01001934","GP","Car","0.8"
"2007","S01001934","Higher Education Establishment","Car","4.4"
"2009","S01001934","Chemists And Pharmacies","Car",1
"2009","S01001934","Higher Education Establishment","Car","1.8"
"2009","S01001934","Jobcentre Plus","Car","2.8"
"2009","S01001934","Cash Machine","Car","0.2"
"2007","S01001934","Jobcentre Plus","Car","8.3"
"2009","S01001934","Library","Car","1.4"
"2007","S01001934","Library","Car","3.2"
"2007","S01001934","Chemists And Pharmacies","Car","2.7"
"2007","S01001934","Nursery","Car","1.9"
"2007","S01001934","Further Education Establishment","Car",9
"2009","S01001934","Nursery","Car","0.8"
"2003","S01001934","Petrol Station","Car","2.1"
"2007","S01001934","Petrol Station","Car","1.4"
"2009","S01001934","Petrol Station","Car","0.5"
"2012","S01001934","Petrol Station","Car","2.2"
"2006","S01001934","Petrol Station","Car","1.4"
"2009","S01001934","Further Education Establishment","Car","1.7"
"2009","S01001934","Police Station","Car","2.1"
"2007","S01001934","Police Station","Car","6.5"
"2009","S01001934","Post Office","Car","0.5"
"2007","S01001934","Post Office","Car","1.3"
"2006","S01001934","Post Office","Car","1.1"
"2009","S01001934","Bank Or Building Society","Car","0.7"
"2009","S01001934","General Store","Car",1
"2003","S01001934","Post Office","Car",2
"2009","S01001934","Cash Machine","Public Transport","16.1"
"2009","S01001934","Citizens Advice Bureau","Public Transport","33.8"
"2009","S01001934","Chemists And Pharmacies","Public Transport","13.2"
