"year","zone","destination","method","mean"
"2009","S01002190","Chemists And Pharmacies","Car","0.2"
"2009","S01002190","Higher Education Establishment","Car","1.1"
"2009","S01002190","Jobcentre Plus","Car","0.8"
"2009","S01002190","Cash Machine","Car","0.1"
"2007","S01002190","Jobcentre Plus","Car","2.1"
"2009","S01002190","Library","Car","0.4"
"2007","S01002190","Library","Car","0.9"
"2007","S01002190","Chemists And Pharmacies","Car","0.5"
"2007","S01002190","Nursery","Car",1
"2007","S01002190","Further Education Establishment","Car","13.3"
"2009","S01002190","Nursery","Car","0.4"
"2003","S01002190","Petrol Station","Car","1.4"
"2007","S01002190","Petrol Station","Car","2.5"
"2009","S01002190","Petrol Station","Car","1.1"
"2012","S01002190","Petrol Station","Car","3.7"
"2006","S01002190","Petrol Station","Car","2.5"
"2009","S01002190","Further Education Establishment","Car","1.2"
"2009","S01002190","Police Station","Car","0.4"
"2007","S01002190","Police Station","Car","0.8"
"2009","S01002190","Post Office","Car","0.2"
"2007","S01002190","Post Office","Car","0.5"
"2006","S01002190","Post Office","Car","0.5"
"2009","S01002190","Bank Or Building Society","Car","0.2"
"2009","S01002190","General Store","Car","0.1"
"2003","S01002190","Post Office","Car","0.9"
"2009","S01002190","Cash Machine","Public Transport",15
"2009","S01002190","Citizens Advice Bureau","Public Transport","32.7"
"2009","S01002190","Chemists And Pharmacies","Public Transport","3.8"
"2009","S01002190","Further Education Establishment","Public Transport","8.3"
"2009","S01002190","General Store","Public Transport","1.8"
"2006","S01002190","GP","Public Transport","3.4"
"2012","S01002190","GP","Public Transport","3.5"
"2009","S01002190","GP","Public Transport","3.5"
"2009","S01002190","Higher Education Establishment","Public Transport","9.8"
"2009","S01002190","Jobcentre Plus","Public Transport",7
"2009","S01002190","Library","Public Transport","4.4"
"2009","S01002190","Nursery","Public Transport","4.4"
"2009","S01002190","Police Station","Public Transport","3.9"
"2012","S01002190","Post Office","Public Transport","1.8"
"2009","S01002190","Post Office","Public Transport","1.9"
"2006","S01002190","Post Office","Public Transport","1.7"
"2012","S01002190","Shopping Facilities","Public Transport",4
"2009","S01002190","Shopping Facilities","Public Transport","2.3"
"2006","S01002190","Shopping Facilities","Public Transport","0.8"
"2009","S01002190","Banks And Building Societies","Public Transport","2.7"
"2007","S01002191","General Store","Car","0.9"
"2012","S01002191","Post Office","Car","2.1"
"2006","S01002191","Primary School","Car","1.3"
"2007","S01002191","Primary School","Car","1.3"
"2009","S01002191","Primary School","Car","0.4"
"2012","S01002191","Primary School","Car","2.8"
"2003","S01002191","Primary School","Car","1.6"
"2012","S01002191","Secondary School","Car",6
"2007","S01002191","Secondary School","Car",6
"2006","S01002191","Secondary School","Car",6
"2009","S01002191","Secondary School","Car","2.3"
"2007","S01002191","Bank Or Building Society","Car","1.6"
"2012","S01002191","Shopping Facilities","Car","4.9"
"2003","S01002191","GP","Car","2.3"
"2007","S01002191","Citizens Advice Bureau","Car","5.4"
"2007","S01002191","Shopping Facilities","Car","4.1"
"2006","S01002191","Shopping Facilities","Car","4.3"
"2009","S01002191","Shopping Facilities","Car","1.3"
"2003","S01002191","Supermarket","Car","2.3"
"2006","S01002191","GP","Car","2.1"
"2012","S01002191","GP","Car",3
"2007","S01002191","GP","Car","2.1"
"2009","S01002191","Citizens Advice Bureau","Car","2.1"
"2007","S01002191","Cash Machine","Car","1.6"
"2009","S01002191","GP","Car","0.7"
"2007","S01002191","Higher Education Establishment","Car","6.6"
"2009","S01002191","Chemists And Pharmacies","Car","0.3"
"2009","S01002191","Higher Education Establishment","Car","2.9"
"2009","S01002191","Jobcentre Plus","Car","2.9"
"2009","S01002191","Cash Machine","Car","0.3"
"2007","S01002191","Jobcentre Plus","Car","8.4"
"2009","S01002191","Library","Car","0.7"
"2007","S01002191","Library","Car","2.2"
"2007","S01002191","Chemists And Pharmacies","Car",1
"2007","S01002191","Nursery","Car","1.6"
"2007","S01002191","Further Education Establishment","Car","9.2"
"2009","S01002191","Nursery","Car","0.5"
"2003","S01002191","Petrol Station","Car","3.2"
"2007","S01002191","Petrol Station","Car","2.4"
"2009","S01002191","Petrol Station","Car","0.7"
"2012","S01002191","Petrol Station","Car","2.9"
"2006","S01002191","Petrol Station","Car","2.4"
"2009","S01002191","Further Education Establishment","Car",3
"2009","S01002191","Police Station","Car","1.9"
"2007","S01002191","Police Station","Car","5.1"
"2009","S01002191","Post Office","Car","0.6"
"2007","S01002191","Post Office","Car","1.6"
"2006","S01002191","Post Office","Car","1.6"
"2009","S01002191","Bank Or Building Society","Car","0.6"
"2009","S01002191","General Store","Car","0.3"
"2003","S01002191","Post Office","Car","1.2"
"2009","S01002191","Cash Machine","Public Transport","18.4"
"2009","S01002191","Citizens Advice Bureau","Public Transport","37.1"
"2009","S01002191","Chemists And Pharmacies","Public Transport","5.6"
"2009","S01002191","Further Education Establishment","Public Transport","12.7"
"2009","S01002191","General Store","Public Transport","3.3"
"2006","S01002191","GP","Public Transport","6.4"
"2012","S01002191","GP","Public Transport",7
"2009","S01002191","GP","Public Transport","6.6"
"2009","S01002191","Higher Education Establishment","Public Transport","13.2"
"2009","S01002191","Jobcentre Plus","Public Transport","17.4"
"2009","S01002191","Library","Public Transport","7.6"
"2009","S01002191","Nursery","Public Transport","5.1"
"2009","S01002191","Police Station","Public Transport","10.2"
"2012","S01002191","Post Office","Public Transport","5.1"
"2009","S01002191","Post Office","Public Transport",6
"2006","S01002191","Post Office","Public Transport","4.7"
"2012","S01002191","Shopping Facilities","Public Transport","11.3"
"2009","S01002191","Shopping Facilities","Public Transport","10.5"
"2006","S01002191","Shopping Facilities","Public Transport","10.3"
"2009","S01002191","Banks And Building Societies","Public Transport",6
"2007","S01002192","General Store","Car","8.9"
"2012","S01002192","Post Office","Car","3.6"
"2006","S01002192","Primary School","Car","2.4"
"2007","S01002192","Primary School","Car","2.4"
"2009","S01002192","Primary School","Car","0.8"
"2012","S01002192","Primary School","Car","3.6"
"2003","S01002192","Primary School","Car","2.9"
"2012","S01002192","Secondary School","Car","6.4"
"2007","S01002192","Secondary School","Car","3.5"
"2006","S01002192","Secondary School","Car","3.5"
"2009","S01002192","Secondary School","Car",1
"2007","S01002192","Bank Or Building Society","Car","3.6"
"2012","S01002192","Shopping Facilities","Car",5
"2003","S01002192","GP","Car","1.8"
"2007","S01002192","Citizens Advice Bureau","Car","7.8"
"2007","S01002192","Shopping Facilities","Car","3.3"
"2006","S01002192","Shopping Facilities","Car","3.3"
"2009","S01002192","Shopping Facilities","Car","1.6"
"2003","S01002192","Supermarket","Car","3.8"
"2006","S01002192","GP","Car","1.6"
"2012","S01002192","GP","Car",2
"2007","S01002192","GP","Car","1.6"
"2009","S01002192","Citizens Advice Bureau","Car","3.4"
"2007","S01002192","Cash Machine","Car","1.2"
"2009","S01002192","GP","Car","0.6"
"2007","S01002192","Higher Education Establishment","Car","3.2"
"2009","S01002192","Chemists And Pharmacies","Car","0.6"
"2009","S01002192","Higher Education Establishment","Car","1.1"
"2009","S01002192","Jobcentre Plus","Car","4.6"
"2009","S01002192","Cash Machine","Car","0.5"
"2007","S01002192","Jobcentre Plus","Car","14.1"
"2009","S01002192","Library","Car",2
"2007","S01002192","Library","Car","4.6"
"2007","S01002192","Chemists And Pharmacies","Car","1.7"
"2007","S01002192","Nursery","Car","1.9"
"2007","S01002192","Further Education Establishment","Car","10.4"
"2009","S01002192","Nursery","Car","0.8"
"2003","S01002192","Petrol Station","Car","4.2"
"2007","S01002192","Petrol Station","Car","2.6"
"2009","S01002192","Petrol Station","Car","1.1"
"2012","S01002192","Petrol Station","Car","5.6"
"2006","S01002192","Petrol Station","Car","2.6"
"2009","S01002192","Further Education Establishment","Car","4.5"
"2009","S01002192","Police Station","Car","2.8"
"2007","S01002192","Police Station","Car","6.8"
"2009","S01002192","Post Office","Car",1
"2007","S01002192","Post Office","Car","3.3"
"2006","S01002192","Post Office","Car","3.3"
"2009","S01002192","Bank Or Building Society","Car","1.4"
"2009","S01002192","General Store","Car","1.4"
"2003","S01002192","Post Office","Car","1.9"
"2009","S01002192","Cash Machine","Public Transport","19.4"
"2009","S01002192","Citizens Advice Bureau","Public Transport","36.8"
"2009","S01002192","Chemists And Pharmacies","Public Transport","6.9"
"2009","S01002192","Further Education Establishment","Public Transport","20.9"
"2009","S01002192","General Store","Public Transport","8.1"
"2006","S01002192","GP","Public Transport","4.5"
"2012","S01002192","GP","Public Transport","5.4"
"2009","S01002192","GP","Public Transport",6
"2009","S01002192","Higher Education Establishment","Public Transport","12.2"
"2009","S01002192","Jobcentre Plus","Public Transport","24.6"
"2009","S01002192","Library","Public Transport","13.3"
"2009","S01002192","Nursery","Public Transport","7.8"
"2009","S01002192","Police Station","Public Transport","12.6"
"2012","S01002192","Post Office","Public Transport","7.5"
"2009","S01002192","Post Office","Public Transport",9
"2006","S01002192","Post Office","Public Transport","11.1"
"2012","S01002192","Shopping Facilities","Public Transport",9
"2009","S01002192","Shopping Facilities","Public Transport","8.9"
"2006","S01002192","Shopping Facilities","Public Transport","12.5"
"2009","S01002192","Banks And Building Societies","Public Transport","8.7"
"2007","S01002193","General Store","Car","7.8"
"2012","S01002193","Post Office","Car","1.7"
"2006","S01002193","Primary School","Car","2.3"
"2007","S01002193","Primary School","Car","2.3"
"2009","S01002193","Primary School","Car","0.7"
"2012","S01002193","Primary School","Car","3.7"
"2003","S01002193","Primary School","Car","2.7"
"2012","S01002193","Secondary School","Car",5
"2007","S01002193","Secondary School","Car","5.3"
"2006","S01002193","Secondary School","Car","5.3"
"2009","S01002193","Secondary School","Car","1.7"
"2007","S01002193","Bank Or Building Society","Car","0.9"
"2012","S01002193","Shopping Facilities","Car","3.3"
"2003","S01002193","GP","Car","1.6"
"2007","S01002193","Citizens Advice Bureau","Car","4.2"
"2007","S01002193","Shopping Facilities","Car","2.6"
"2006","S01002193","Shopping Facilities","Car","2.7"
"2009","S01002193","Shopping Facilities","Car",1
"2003","S01002193","Supermarket","Car","2.9"
"2006","S01002193","GP","Car","1.1"
"2012","S01002193","GP","Car","1.8"
"2007","S01002193","GP","Car","1.1"
"2009","S01002193","Citizens Advice Bureau","Car","1.7"
"2007","S01002193","Cash Machine","Car","0.8"
"2009","S01002193","GP","Car","0.4"
"2007","S01002193","Higher Education Establishment","Car","4.3"
"2009","S01002193","Chemists And Pharmacies","Car","0.4"
"2009","S01002193","Higher Education Establishment","Car","1.7"
"2009","S01002193","Jobcentre Plus","Car","2.7"
"2009","S01002193","Cash Machine","Car","0.2"
"2007","S01002193","Jobcentre Plus","Car","8.9"
"2009","S01002193","Library","Car","0.6"
"2007","S01002193","Library","Car","1.8"
"2007","S01002193","Chemists And Pharmacies","Car",1
"2007","S01002193","Nursery","Car","0.8"
"2007","S01002193","Further Education Establishment","Car","7.2"
"2009","S01002193","Nursery","Car","0.3"
"2003","S01002193","Petrol Station","Car","2.5"
"2007","S01002193","Petrol Station","Car","2.4"
"2009","S01002193","Petrol Station","Car","0.8"
"2012","S01002193","Petrol Station","Car","2.6"
"2006","S01002193","Petrol Station","Car","2.4"
"2009","S01002193","Further Education Establishment","Car","2.6"
"2009","S01002193","Police Station","Car","1.5"
"2007","S01002193","Police Station","Car",4
"2009","S01002193","Post Office","Car","0.3"
"2007","S01002193","Post Office","Car",1
"2006","S01002193","Post Office","Car",1
"2009","S01002193","Bank Or Building Society","Car","0.3"
"2009","S01002193","General Store","Car","1.3"
"2003","S01002193","Post Office","Car","1.5"
"2009","S01002193","Cash Machine","Public Transport","17.8"
"2009","S01002193","Citizens Advice Bureau","Public Transport","34.7"
"2009","S01002193","Chemists And Pharmacies","Public Transport","5.2"
"2009","S01002193","Further Education Establishment","Public Transport","14.4"
"2009","S01002193","General Store","Public Transport","11.7"
"2006","S01002193","GP","Public Transport","4.5"
"2012","S01002193","GP","Public Transport","3.7"
"2009","S01002193","GP","Public Transport","4.4"
"2009","S01002193","Higher Education Establishment","Public Transport","12.2"
"2009","S01002193","Jobcentre Plus","Public Transport","17.5"
"2009","S01002193","Library","Public Transport","6.4"
"2009","S01002193","Nursery","Public Transport","3.1"
"2009","S01002193","Police Station","Public Transport","11.7"
"2012","S01002193","Post Office","Public Transport","3.9"
"2009","S01002193","Post Office","Public Transport","4.2"
"2006","S01002193","Post Office","Public Transport","7.1"
"2012","S01002193","Shopping Facilities","Public Transport","7.5"
"2009","S01002193","Shopping Facilities","Public Transport","7.5"
"2006","S01002193","Shopping Facilities","Public Transport","7.6"
"2009","S01002193","Banks And Building Societies","Public Transport","3.8"
"2007","S01002194","General Store","Car",8
"2012","S01002194","Post Office","Car","3.5"
"2006","S01002194","Primary School","Car","1.6"
"2007","S01002194","Primary School","Car","1.6"
"2009","S01002194","Primary School","Car","0.4"
"2012","S01002194","Primary School","Car","2.5"
"2003","S01002194","Primary School","Car","2.2"
"2012","S01002194","Secondary School","Car","5.9"
"2007","S01002194","Secondary School","Car","3.5"
"2006","S01002194","Secondary School","Car","3.5"
"2009","S01002194","Secondary School","Car","0.9"
"2007","S01002194","Bank Or Building Society","Car","3.1"
"2012","S01002194","Shopping Facilities","Car","4.7"
"2003","S01002194","GP","Car","1.2"
"2007","S01002194","Citizens Advice Bureau","Car","7.8"
"2007","S01002194","Shopping Facilities","Car","3.4"
"2006","S01002194","Shopping Facilities","Car","3.4"
"2009","S01002194","Shopping Facilities","Car","1.5"
"2003","S01002194","Supermarket","Car","3.7"
"2006","S01002194","GP","Car",1
"2012","S01002194","GP","Car","1.4"
"2007","S01002194","GP","Car",1
"2009","S01002194","Citizens Advice Bureau","Car","3.3"
"2007","S01002194","Cash Machine","Car","1.9"
"2009","S01002194","GP","Car","0.3"
"2007","S01002194","Higher Education Establishment","Car","3.8"
"2009","S01002194","Chemists And Pharmacies","Car","0.3"
"2009","S01002194","Higher Education Establishment","Car","1.3"
"2009","S01002194","Jobcentre Plus","Car","4.5"
"2009","S01002194","Cash Machine","Car","0.7"
"2007","S01002194","Jobcentre Plus","Car","13.5"
"2009","S01002194","Library","Car","1.9"
"2007","S01002194","Library","Car","4.7"
"2007","S01002194","Chemists And Pharmacies","Car","0.9"
"2007","S01002194","Nursery","Car","1.1"
"2007","S01002194","Further Education Establishment","Car","10.4"
"2009","S01002194","Nursery","Car","0.4"
"2003","S01002194","Petrol Station","Car","3.7"
"2007","S01002194","Petrol Station","Car","1.6"
"2009","S01002194","Petrol Station","Car","0.7"
"2012","S01002194","Petrol Station","Car","5.5"
"2006","S01002194","Petrol Station","Car","1.6"
"2009","S01002194","Further Education Establishment","Car","4.4"
"2009","S01002194","Police Station","Car","2.7"
"2007","S01002194","Police Station","Car","6.7"
"2009","S01002194","Post Office","Car","1.1"
"2007","S01002194","Post Office","Car",3
"2006","S01002194","Post Office","Car",3
"2009","S01002194","Bank Or Building Society","Car","1.1"
"2009","S01002194","General Store","Car","1.1"
"2003","S01002194","Post Office","Car","1.1"
"2009","S01002194","Cash Machine","Public Transport","21.2"
"2009","S01002194","Citizens Advice Bureau","Public Transport","37.7"
"2009","S01002194","Chemists And Pharmacies","Public Transport","4.2"
"2009","S01002194","Further Education Establishment","Public Transport","19.8"
"2009","S01002194","General Store","Public Transport","8.6"
"2006","S01002194","GP","Public Transport","2.3"
"2012","S01002194","GP","Public Transport","2.4"
"2009","S01002194","GP","Public Transport","2.8"
"2009","S01002194","Higher Education Establishment","Public Transport","13.4"
"2009","S01002194","Jobcentre Plus","Public Transport","24.2"
"2009","S01002194","Library","Public Transport","12.4"
"2009","S01002194","Nursery","Public Transport","3.7"
"2009","S01002194","Police Station","Public Transport","13.6"
"2012","S01002194","Post Office","Public Transport",8
"2009","S01002194","Post Office","Public Transport","8.6"
"2006","S01002194","Post Office","Public Transport","10.2"
"2012","S01002194","Shopping Facilities","Public Transport","9.8"
"2009","S01002194","Shopping Facilities","Public Transport",9
"2006","S01002194","Shopping Facilities","Public Transport","13.5"
"2009","S01002194","Banks And Building Societies","Public Transport","7.7"
"2007","S01002195","General Store","Car",3
"2012","S01002195","Post Office","Car","2.1"
"2006","S01002195","Primary School","Car","0.4"
"2007","S01002195","Primary School","Car","0.4"
"2009","S01002195","Primary School","Car","0.2"
"2012","S01002195","Primary School","Car","1.9"
"2003","S01002195","Primary School","Car","1.3"
"2012","S01002195","Secondary School","Car","3.5"
"2007","S01002195","Secondary School","Car","3.3"
"2006","S01002195","Secondary School","Car","3.3"
"2009","S01002195","Secondary School","Car","1.3"
"2007","S01002195","Bank Or Building Society","Car","0.6"
"2012","S01002195","Shopping Facilities","Car","2.8"
"2003","S01002195","GP","Car","1.7"
"2007","S01002195","Citizens Advice Bureau","Car","1.5"
"2007","S01002195","Shopping Facilities","Car","0.3"
"2006","S01002195","Shopping Facilities","Car","0.3"
"2009","S01002195","Shopping Facilities","Car","0.5"
"2003","S01002195","Supermarket","Car","1.5"
"2006","S01002195","GP","Car","0.9"
"2012","S01002195","GP","Car","2.2"
"2007","S01002195","GP","Car","0.9"
"2009","S01002195","Citizens Advice Bureau","Car","0.6"
"2007","S01002195","Cash Machine","Car","0.6"
"2009","S01002195","GP","Car","0.4"
"2007","S01002195","Higher Education Establishment","Car","3.3"
"2009","S01002195","Chemists And Pharmacies","Car","0.3"
"2009","S01002195","Higher Education Establishment","Car","1.5"
"2009","S01002195","Jobcentre Plus","Car","1.7"
"2009","S01002195","Cash Machine","Car","0.2"
"2007","S01002195","Jobcentre Plus","Car","3.9"
"2009","S01002195","Library","Car","0.2"
"2007","S01002195","Library","Car","0.5"
"2007","S01002195","Chemists And Pharmacies","Car","0.7"
"2007","S01002195","Nursery","Car","1.1"
"2007","S01002195","Further Education Establishment","Car","10.6"
"2009","S01002195","Nursery","Car","0.4"
"2003","S01002195","Petrol Station","Car","3.2"
"2007","S01002195","Petrol Station","Car","2.3"
"2009","S01002195","Petrol Station","Car","1.1"
"2012","S01002195","Petrol Station","Car","2.7"
"2006","S01002195","Petrol Station","Car","2.3"
"2009","S01002195","Further Education Establishment","Car","0.9"
"2009","S01002195","Police Station","Car","1.4"
"2007","S01002195","Police Station","Car","3.8"
"2009","S01002195","Post Office","Car","0.6"
"2007","S01002195","Post Office","Car","1.4"
"2006","S01002195","Post Office","Car","1.4"
"2009","S01002195","Bank Or Building Society","Car","0.3"
"2009","S01002195","General Store","Car","0.6"
"2003","S01002195","Post Office","Car",1
"2009","S01002195","Cash Machine","Public Transport","16.9"
"2009","S01002195","Citizens Advice Bureau","Public Transport","30.5"
"2009","S01002195","Chemists And Pharmacies","Public Transport","4.8"
"2009","S01002195","Further Education Establishment","Public Transport","8.3"
"2009","S01002195","General Store","Public Transport","5.3"
"2006","S01002195","GP","Public Transport","3.4"
"2012","S01002195","GP","Public Transport",4
"2009","S01002195","GP","Public Transport","4.1"
"2009","S01002195","Higher Education Establishment","Public Transport","10.6"
"2009","S01002195","Jobcentre Plus","Public Transport",14
"2009","S01002195","Library","Public Transport","2.7"
"2009","S01002195","Nursery","Public Transport",5
"2009","S01002195","Police Station","Public Transport","10.3"
"2012","S01002195","Post Office","Public Transport","5.5"
"2009","S01002195","Post Office","Public Transport","5.8"
"2006","S01002195","Post Office","Public Transport","4.4"
"2012","S01002195","Shopping Facilities","Public Transport","4.9"
"2009","S01002195","Shopping Facilities","Public Transport","5.6"
"2006","S01002195","Shopping Facilities","Public Transport","0.8"
"2009","S01002195","Banks And Building Societies","Public Transport","2.8"
"2007","S01002196","General Store","Car","6.2"
"2012","S01002196","Post Office","Car","2.7"
"2006","S01002196","Primary School","Car","2.6"
"2007","S01002196","Primary School","Car","2.7"
"2009","S01002196","Primary School","Car","0.9"
"2012","S01002196","Primary School","Car",4
"2003","S01002196","Primary School","Car","3.4"
"2012","S01002196","Secondary School","Car","5.8"
"2007","S01002196","Secondary School","Car","4.6"
"2006","S01002196","Secondary School","Car","4.6"
"2009","S01002196","Secondary School","Car","1.5"
"2007","S01002196","Bank Or Building Society","Car","1.4"
"2012","S01002196","Shopping Facilities","Car","5.4"
"2003","S01002196","GP","Car","4.2"
"2007","S01002196","Citizens Advice Bureau","Car","9.8"
"2007","S01002196","Shopping Facilities","Car","5.2"
"2006","S01002196","Shopping Facilities","Car","5.2"
"2009","S01002196","Shopping Facilities","Car",2
"2003","S01002196","Supermarket","Car","2.9"
"2006","S01002196","GP","Car","3.1"
"2012","S01002196","GP","Car","3.8"
"2007","S01002196","GP","Car","3.1"
"2009","S01002196","Citizens Advice Bureau","Car","3.7"
"2007","S01002196","Cash Machine","Car","1.4"
"2009","S01002196","GP","Car","1.1"
"2007","S01002196","Higher Education Establishment","Car","5.9"
"2009","S01002196","Chemists And Pharmacies","Car","0.6"
"2009","S01002196","Higher Education Establishment","Car","2.2"
"2009","S01002196","Jobcentre Plus","Car",5
"2009","S01002196","Cash Machine","Car","0.6"
"2007","S01002196","Jobcentre Plus","Car","11.2"
"2009","S01002196","Library","Car","2.4"
"2007","S01002196","Library","Car","6.6"
"2007","S01002196","Chemists And Pharmacies","Car","1.6"
"2007","S01002196","Nursery","Car","1.4"
"2007","S01002196","Further Education Establishment","Car","12.1"
"2009","S01002196","Nursery","Car","0.4"
"2003","S01002196","Petrol Station","Car","3.7"
"2007","S01002196","Petrol Station","Car","2.3"
"2009","S01002196","Petrol Station","Car","0.8"
"2012","S01002196","Petrol Station","Car","4.6"
"2006","S01002196","Petrol Station","Car","2.3"
"2009","S01002196","Further Education Establishment","Car","4.4"
"2009","S01002196","Police Station","Car","2.4"
"2007","S01002196","Police Station","Car",6
"2009","S01002196","Post Office","Car","0.6"
"2007","S01002196","Post Office","Car","1.5"
"2006","S01002196","Post Office","Car","1.5"
"2009","S01002196","Bank Or Building Society","Car","0.5"
"2009","S01002196","General Store","Car","0.7"
"2003","S01002196","Post Office","Car","1.8"
"2009","S01002196","Cash Machine","Public Transport","20.4"
"2009","S01002196","Citizens Advice Bureau","Public Transport","38.7"
"2009","S01002196","Chemists And Pharmacies","Public Transport","7.7"
"2009","S01002196","Further Education Establishment","Public Transport","20.8"
"2009","S01002196","General Store","Public Transport","7.5"
"2006","S01002196","GP","Public Transport","8.5"
"2012","S01002196","GP","Public Transport","9.1"
"2009","S01002196","GP","Public Transport","9.5"
"2009","S01002196","Higher Education Establishment","Public Transport","19.2"
"2009","S01002196","Jobcentre Plus","Public Transport","24.6"
"2009","S01002196","Library","Public Transport",14
"2009","S01002196","Nursery","Public Transport","4.2"
"2009","S01002196","Police Station","Public Transport","15.2"
"2012","S01002196","Post Office","Public Transport","6.5"
"2009","S01002196","Post Office","Public Transport","7.3"
"2006","S01002196","Post Office","Public Transport","6.6"
"2012","S01002196","Shopping Facilities","Public Transport","12.3"
"2009","S01002196","Shopping Facilities","Public Transport","11.5"
"2006","S01002196","Shopping Facilities","Public Transport","20.2"
"2009","S01002196","Banks And Building Societies","Public Transport","5.5"
"2007","S01002197","General Store","Car","2.4"
"2012","S01002197","Post Office","Car","2.6"
"2006","S01002197","Primary School","Car","2.1"
"2007","S01002197","Primary School","Car",2
"2009","S01002197","Primary School","Car","0.7"
"2012","S01002197","Primary School","Car","3.5"
"2003","S01002197","Primary School","Car","2.4"
"2012","S01002197","Secondary School","Car","4.6"
"2007","S01002197","Secondary School","Car","4.1"
"2006","S01002197","Secondary School","Car",4
"2009","S01002197","Secondary School","Car","1.4"
"2007","S01002197","Bank Or Building Society","Car",2
"2012","S01002197","Shopping Facilities","Car","3.3"
"2003","S01002197","GP","Car","2.7"
"2007","S01002197","Citizens Advice Bureau","Car","6.3"
"2007","S01002197","Shopping Facilities","Car","1.5"
"2006","S01002197","Shopping Facilities","Car","1.5"
"2009","S01002197","Shopping Facilities","Car","0.6"
"2003","S01002197","Supermarket","Car","1.2"
"2006","S01002197","GP","Car","2.2"
"2012","S01002197","GP","Car","3.3"
"2007","S01002197","GP","Car","2.2"
"2009","S01002197","Citizens Advice Bureau","Car","2.5"
"2007","S01002197","Cash Machine","Car","1.1"
"2009","S01002197","GP","Car","0.9"
"2007","S01002197","Higher Education Establishment","Car","4.3"
"2009","S01002197","Chemists And Pharmacies","Car","0.3"
"2009","S01002197","Higher Education Establishment","Car","1.8"
"2009","S01002197","Jobcentre Plus","Car","1.8"
"2009","S01002197","Cash Machine","Car","0.3"
"2007","S01002197","Jobcentre Plus","Car","5.2"
"2009","S01002197","Library","Car","1.2"
"2007","S01002197","Library","Car","3.5"
"2007","S01002197","Chemists And Pharmacies","Car","1.2"
"2007","S01002197","Nursery","Car","2.6"
"2007","S01002197","Further Education Establishment","Car",11
"2009","S01002197","Nursery","Car",1
"2003","S01002197","Petrol Station","Car","1.8"
"2007","S01002197","Petrol Station","Car",2
"2009","S01002197","Petrol Station","Car","0.8"
"2012","S01002197","Petrol Station","Car","2.8"
"2006","S01002197","Petrol Station","Car",2
"2009","S01002197","Further Education Establishment","Car","1.9"
"2009","S01002197","Police Station","Car","1.4"
"2007","S01002197","Police Station","Car","4.1"
"2009","S01002197","Post Office","Car","0.7"
"2007","S01002197","Post Office","Car","1.9"
"2006","S01002197","Post Office","Car","1.9"
"2009","S01002197","Bank Or Building Society","Car","0.9"
"2009","S01002197","General Store","Car","0.6"
"2003","S01002197","Post Office","Car",2
"2009","S01002197","Cash Machine","Public Transport","17.9"
"2009","S01002197","Citizens Advice Bureau","Public Transport","37.5"
"2009","S01002197","Chemists And Pharmacies","Public Transport","6.4"
"2009","S01002197","Further Education Establishment","Public Transport","12.2"
"2009","S01002197","General Store","Public Transport","6.2"
"2006","S01002197","GP","Public Transport","8.4"
"2012","S01002197","GP","Public Transport","7.1"
"2009","S01002197","GP","Public Transport",7
"2009","S01002197","Higher Education Establishment","Public Transport","13.1"
"2009","S01002197","Jobcentre Plus","Public Transport","11.6"
"2009","S01002197","Library","Public Transport","10.5"
"2009","S01002197","Nursery","Public Transport","7.9"
"2009","S01002197","Police Station","Public Transport","9.9"
"2012","S01002197","Post Office","Public Transport","7.6"
"2009","S01002197","Post Office","Public Transport","7.2"
"2006","S01002197","Post Office","Public Transport","6.4"
"2012","S01002197","Shopping Facilities","Public Transport","6.1"
"2009","S01002197","Shopping Facilities","Public Transport","6.2"
"2006","S01002197","Shopping Facilities","Public Transport",4
"2009","S01002197","Banks And Building Societies","Public Transport","7.8"
"2007","S01002198","General Store","Car","0.7"
"2012","S01002198","Post Office","Car","1.8"
"2006","S01002198","Primary School","Car","0.7"
"2007","S01002198","Primary School","Car","1.2"
"2009","S01002198","Primary School","Car","0.5"
"2012","S01002198","Primary School","Car","2.9"
"2003","S01002198","Primary School","Car",1
"2012","S01002198","Secondary School","Car","3.7"
"2007","S01002198","Secondary School","Car","3.4"
"2006","S01002198","Secondary School","Car","3.4"
"2009","S01002198","Secondary School","Car","1.4"
"2007","S01002198","Bank Or Building Society","Car","0.9"
"2012","S01002198","Shopping Facilities","Car","2.7"
"2003","S01002198","GP","Car","1.5"
"2007","S01002198","Citizens Advice Bureau","Car","4.8"
"2007","S01002198","Shopping Facilities","Car","0.3"
"2006","S01002198","Shopping Facilities","Car","0.3"
"2009","S01002198","Shopping Facilities","Car","0.4"
"2003","S01002198","Supermarket","Car","0.9"
"2006","S01002198","GP","Car","1.2"
"2012","S01002198","GP","Car","2.4"
"2007","S01002198","GP","Car","1.2"
"2009","S01002198","Citizens Advice Bureau","Car","1.9"
"2007","S01002198","Cash Machine","Car","0.4"
"2009","S01002198","GP","Car","0.4"
"2007","S01002198","Higher Education Establishment","Car","3.6"
"2009","S01002198","Chemists And Pharmacies","Car","0.2"
"2009","S01002198","Higher Education Establishment","Car","1.5"
"2009","S01002198","Jobcentre Plus","Car","1.5"
"2009","S01002198","Cash Machine","Car","0.1"
"2007","S01002198","Jobcentre Plus","Car",4
"2009","S01002198","Library","Car","0.9"
"2007","S01002198","Library","Car",2
